sku_id,单品,渠道类型,渠道,是否目标品牌,规格数值,规格单位,价格元,价格类型,城市,采价日期,数据来源,来源链接,备注
PF-03,乐事 青柠味薯片,量贩零食,零食很忙,是,56,g,4.90,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
PF-03,乐事 青柠味薯片,量贩零食,好想来,否,56,g,4.80,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
PF-03,乐事 青柠味薯片,量贩零食,老婆大人,否,95,g,6.50,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
PF-03,乐事 青柠味薯片,便利店,京东便利店,否,40,g,5.00,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
PF-04,好丽友 呀!土豆,量贩零食,好想来,否,38.5,g,2.70,标价,济南,2026-07-15,新黄河/泰山财经,https://www.jinantimes.com.cn/news-39-5291177.html,记者实测净含量
PF-04,好丽友 呀!土豆,商超,济南华联/张小年生活超市,否,70,g,4.90,标价,济南,2026-07-15,新黄河/泰山财经,https://www.jinantimes.com.cn/news-39-5291177.html,唯一商超克价更低的样本
PF-06,上好佳 鲜虾片,量贩零食,量贩零食店(好想来样本),否,30,g,2.50,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
PF-06,上好佳 鲜虾片,便利店,罗森,否,65,g,7.20,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
PF-06,上好佳 鲜虾片,电商,拼多多,否,80,g,7.80,页面价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
PF-07,旺旺 仙贝+雪饼 散称,量贩零食,量贩零食店(好想来样本),否,500,g,19.80,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,称重销售
PF-07,旺旺 仙贝+雪饼 散称,商超,大润发,否,500,g,35.20,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,称重销售
PF-08,乐事 散称薯片,量贩零食,赵一鸣零食,是,500,g,29.80,标价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,散称500g标价
PF-08,乐事 散称薯片,商超,世纪联华/物美,否,70,g,4.14,促销价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,以大波浪鱿鱼味70g折算对照
KY-01,卫龙 魔芋爽香辣素毛肚 散装单包,量贩零食,好想来,否,44,g,0.85,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
KY-01,卫龙 魔芋爽香辣素毛肚 散装单包,量贩零食,老婆大人,否,24,g,0.93,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
KY-01,卫龙 魔芋爽香辣素毛肚 散装单包,商超,世纪联华,否,16,g,0.95,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
KY-02,卫龙 魔芋爽素毛肚 袋装,电商,天猫,否,1000,g,23.54,券后价,,2026-08-27,创富信息网/线报酷,https://www.aivtp.com/keji/202608/627417.html,日常价38.90元+9元券+淘金币抵6.36元
KY-02,卫龙 魔芋爽素毛肚 袋装,电商,天猫,否,1000,g,38.90,日常标价,,2026-08-27,创富信息网/线报酷,https://www.aivtp.com/keji/202608/627417.html,不含券
KY-02,卫龙 魔芋爽素毛肚 袋装,商超,商超(未具名),否,225,g,10.45,折后价,,2026-08-27,创富信息网/线报酷,https://www.aivtp.com/keji/202608/627417.html,折合1000g约46.44元
KY-02,卫龙 魔芋爽素毛肚 袋装,电商,拼多多,否,1000,g,29.90,拼单价,,2026-08,慢慢买(比价页),https://cu.manmanbuy.com/dingyue/keyword/weilongmoyushuang/3,规格近似需现场复核
KY-04,盐津铺子 大魔王麻酱味素毛肚魔芋爽,电商,京东自营,否,450,g,15.90,实付价,,2026-08-27,慢慢买,https://cu.manmanbuy.com/discuxiao_585530055.aspx,商品面价25.90元
YL-01,怡宝 饮用纯净水,量贩零食,零食很忙,是,555,ml,1.20,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
YL-01,怡宝 饮用纯净水,商超,大润发等连锁超市,否,555,ml,1.50,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
YL-01,怡宝 饮用纯净水,便利店,美宜佳等便利店,否,555,ml,2.00,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
YL-01,怡宝 饮用纯净水,量贩零食,好想来,否,520,ml,1.00,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,简约包装款
YL-01,怡宝 饮用纯净水,商超,大润发,否,555,ml,1.50,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
YL-01,怡宝 饮用纯净水,便利店,美宜佳,否,555,ml,2.00,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
YL-02,农夫山泉 天然水红瓶,量贩零食,量贩零食店(通行做法),否,550,ml,1.07,整包折算,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,12.8元/12瓶门口整包陈列
YL-02,农夫山泉 天然水红瓶,商超,传统零售终端,否,550,ml,1.75,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,原文1.5-2.0元区间中值
YL-03,康师傅 冰红茶,量贩零食,零食很忙,是,468,ml,2.10,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,原文2.0-2.2元区间中值
YL-03,康师傅 冰红茶,量贩零食,赵一鸣零食,是,468,ml,2.20,标价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,大运河地铁站门店
YL-03,康师傅 冰红茶,量贩零食,好想来,否,475,ml,2.20,标价,济南,2026-07-15,新黄河/泰山财经,https://www.jinantimes.com.cn/news-39-5291177.html,记者实测净含量
YL-03,康师傅 冰红茶,量贩零食,好想来/老婆大人,否,468,ml,2.20,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
YL-03,康师傅 冰红茶,量贩零食,吖嘀吖嘀,否,468,ml,2.20,标价,南昌,2026-07-11,闪电新闻(转载),https://www.huaglad.com/aunews/20260711/650465.html,
YL-03,康师傅 冰红茶,商超,济南华联/张小年生活超市,否,510,ml,3.50,标价,济南,2026-07-15,新黄河/泰山财经,https://www.jinantimes.com.cn/news-39-5291177.html,记者实测净含量
YL-03,康师傅 冰红茶,商超,连锁超市(未具名),否,500,ml,3.50,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,原文3.0-4.0元区间中值
YL-03,康师傅 冰红茶,商超,杭州超市,否,500,ml,3.00,标价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,叠加会员促销时可低至2.2元
YL-03,康师傅 冰红茶,商超,普通超市,否,500,ml,3.00,标价,南昌,2026-07-11,闪电新闻(转载),https://www.huaglad.com/aunews/20260711/650465.html,
YL-03,康师傅 冰红茶,便利店,京东便利店,否,500,ml,3.00,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
YL-04,元气森林 白桃味气泡水,量贩零食,零食很忙,是,439,ml,3.90,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
YL-04,元气森林 白桃味气泡水,量贩零食,好想来,否,439,ml,3.90,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
YL-04,元气森林 白桃味气泡水,商超,超市/便利店主销款,否,480,ml,4.75,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,原文4.5-5.0元区间中值
YL-05,百事可乐 瓶装,量贩零食,量贩零食店(好想来样本),否,500,ml,2.60,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
YL-05,百事可乐 瓶装,商超,大润发,否,500,ml,3.30,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
YL-05,百事可乐 瓶装,便利店,罗森,否,500,ml,3.50,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
YL-06,脉动 青柠味,量贩零食,好想来,否,400,ml,2.80,标价,,2026-07,界面新闻,https://www.jiemian.com/article/14754859.html,
YL-06,脉动 青柠味,商超,永辉超市,否,600,ml,4.50,标价,,2026-07,界面新闻,https://www.jiemian.com/article/14754859.html,
YL-07,康师傅 茉莉花茶,量贩零食,好想来,否,468,ml,2.20,标价,,2026-07,界面新闻,https://www.jiemian.com/article/14754859.html,
YL-07,康师傅 茉莉花茶,商超,线下商超(未具名),否,500,ml,2.30,标价,,2026-07,界面新闻,https://www.jiemian.com/article/14754859.html,商超单位价反而低约2.1%
FB-01,统一 老坛酸菜牛肉面 桶装,量贩零食,零食很忙,是,120,g,3.60,标价,,2026-07,CBNData/斑马消费,https://www.cbndata.com/information/295547,
FB-01,统一 老坛酸菜牛肉面 桶装,量贩零食,好想来,否,120,g,3.60,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
FB-01,统一 老坛酸菜牛肉面 桶装,商超,永辉超市,否,120,g,4.00,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
FB-01,统一 老坛酸菜牛肉面 桶装,便利店,罗森,否,120,g,5.30,标价,,2026-07-17,21财经/经济观察网,https://m.21jingji.com/article/20260717/herald/e19a2ed6e545f94457bd66d2fb590a3f.html,
FB-02,康师傅 红烧牛肉面 桶装,量贩零食,好想来,否,102,g,4.20,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
FB-02,康师傅 红烧牛肉面 桶装,便利店,京东便利店,否,109,g,4.80,标价,杭州,2026-07-31,壹览商业,https://www.yilantop.com/article/26930,
FB-03,杨掌柜 粉面菜蛋,量贩零食,好想来,否,162,g,4.90,标价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,拱墅门店
FB-03,杨掌柜 粉面菜蛋,商超,附近超市,否,183,g,6.00,标价,杭州,2026-07,网易/橙柿财经,https://c.m.163.com/news/a/L1LA8H55051492LM.html,
JG-01,洽洽 香瓜子(五香味),电商,天猫超市,否,500,g,19.90,日常标价,,2026-08-26,慢慢买,https://cu.manmanbuy.com/discuxiao_585618146.aspx,商品面价/口味为五香味
JG-01,洽洽 香瓜子(五香味),电商,天猫超市,否,500,g,12.31,券后价,,2026-08-26,慢慢买,https://cu.manmanbuy.com/discuxiao_585618146.aspx,面价19.90元+淘金币抵1.59元
